"Date","waterYear","waterDay","hru_1","hru_2","hru_3","hru_4"
"2013-01-01",2013,93,0.254167240627069,0.288289435796943,0.21879795552822,0.306774065424465
"2013-02-01",2013,124,0.258818293519087,0.298497277123303,0.156166281770078,0.260379757785621
"2013-03-01",2013,152,0.579772509181848,0.386323463299021,0.0674525713818887,0.168780033373592
"2013-04-01",2013,183,0.556026634688096,0.76843099461299,0.575543043251168,0.976216305699776
"2013-05-01",2013,213,2.02457714204281,2.53506146201704,1.98510219556834,2.60946510427547
"2013-06-01",2013,244,3.06420581176115,3.26576410149023,3.4764635740709,3.29629828583796
"2013-07-01",2013,274,3.09073260594665,3.73560466695311,3.60114645104367,3.47884079530134
"2013-08-01",2013,305,2.80785538615074,3.20375891531571,2.90320016741559,2.9928726422298
"2013-09-01",2013,336,2.40704461169246,2.51548182107849,2.35541975010102,2.33175298523833
"2013-10-01",2014,1,1.38961390066996,1.46937427991375,1.09585676771073,1.41195335290718
"2013-11-01",2014,32,0.803715775519768,0.717651482317639,0.648499471996818,0.758260304461881
"2013-12-01",2014,62,0.265695367160952,0.29303542571729,0.204270562706042,0.264466565003665
"2014-01-01",2014,93,0.273036503978105,0.319067957457676,0.210321196507706,0.333088550126125
"2014-02-01",2014,124,0.623506121825421,0.640444172360854,0.644412578628502,0.65930630058028
"2014-03-01",2014,152,1.13294453400765,1.13025334245761,0.997358895867347,1.02272973007597
"2014-04-01",2014,183,0.894475308294632,0.939445775581209,1.13031698538104,1.49355535783326
"2014-05-01",2014,213,2.87549189936546,2.72729116684419,1.06558819960192,2.01796005668672
"2014-06-01",2014,244,3.7223246444533,3.98091584164491,3.48223065061052,3.51693484850744
"2014-07-01",2014,274,3.3451144411271,3.66007705956687,3.44383393719231,3.21694823848365
"2014-08-01",2014,305,2.7191354034916,3.08005391645462,3.0749178085091,3.20727585746933
"2014-09-01",2014,336,2.31869622771038,2.42249070145927,2.26756891247618,2.18549411049408
"2014-10-01",2015,1,1.52160262926721,1.62134786971504,1.5228837193956,1.51032359897758
"2014-11-01",2015,32,0.776213654784558,0.836818592647179,0.73349502798779,0.845428632049214
"2014-12-01",2015,62,0.168466555599239,0.210315966397926,0.160952122821164,0.159556576932642
"2015-01-01",2015,93,0.303670111616471,0.378562332666174,0.192883181459579,0.273590907180204
"2015-02-01",2015,124,0.606576191190298,0.58623431967818,0.368975981450683,0.476848179124436
"2015-03-01",2015,152,1.25464168932247,1.3525577976135,1.06945418934025,1.27992338635846
"2015-04-01",2015,183,1.66635995859263,2.16487807036359,1.45145432234517,2.08588746220969
"2015-05-01",2015,213,2.456632321587,2.3614843203039,1.50772030296169,2.02045048044107
"2015-06-01",2015,244,3.40873069759759,3.84008150973996,3.20437256966195,3.43841727744372
"2015-07-01",2015,274,3.55068072883046,3.82988567863364,3.55452624871114,3.48280749553843
"2015-08-01",2015,305,3.35430732679362,3.40918816641374,3.44537133849664,3.12232751819942
"2015-09-01",2015,336,2.47836605734618,2.62509054082952,2.26074702735558,2.25351455563243
"2015-10-01",2016,1,1.47470968368404,1.52832611854481,1.1696831025163,1.23778180134231
"2015-11-01",2016,32,0.793179417416287,0.75278643336249,0.557979733062386,0.589562414974637
"2015-12-01",2016,62,0.245415063007924,0.284056644718879,0.272799472851103,0.319783657754775
"2016-01-01",2016,93,0.269925570792773,0.326816460118307,0.187905112143428,0.276474363831747
"2016-02-01",2016,124,0.528474803180447,0.594026281934652,0.312370379688071,0.518477985472784
"2016-03-01",2016,153,0.891405565299176,0.886942477210562,0.423665637646814,0.788654715453805
"2016-04-01",2016,184,1.71937456585992,1.46056691993663,0.921226479888373,1.17686838817738
"2016-05-01",2016,214,2.94123327310889,2.62374473624534,2.04855691406779,2.65244140768227
"2016-06-01",2016,245,3.62394530881917,3.84972858468073,3.74978982244925,3.92326117196132
"2016-07-01",2016,275,3.71035262528897,3.84303415222276,3.6221090123805,3.32058227833441
"2016-08-01",2016,306,2.99274103989719,3.13461203380338,2.80593510437998,2.83972588146482
"2016-09-01",2016,337,2.30667847745303,2.55998295353486,2.18086699743814,2.26449817861455
"2016-10-01",2017,1,1.6147210162805,1.77510729334808,1.57791631992182,1.66906447671321
"2016-11-01",2017,32,0.832215163711576,0.894857947250976,0.755471327837349,0.765145445842873
"2016-12-01",2017,62,0.256768185327534,0.304270616469446,0.229893971409197,0.238875853396437
"2017-01-01",2017,93,0.343747243975389,0.45070726305028,0.34762081406989,0.427947474213588
"2017-02-01",2017,124,0.562014638007909,0.587216922298648,0.550106549278785,0.585214596383758
"2017-03-01",2017,152,1.37888295011888,1.37559471242644,1.05456191157667,1.29704495154717
"2017-04-01",2017,183,1.8548548574735,1.87851871720426,1.41996432171269,1.66998864716499
"2017-05-01",2017,213,2.3632082201689,2.38062397152343,1.59633550511899,2.14510136352697
"2017-06-01",2017,244,3.36783672989358,3.9084319294916,3.32442076883958,3.44232123753595
"2017-07-01",2017,274,3.37656749004068,3.72981524662329,3.29544129850608,3.37966840503358
"2017-08-01",2017,305,3.33862445108691,3.44355650880336,2.9751717463743,2.93343101312856
"2017-09-01",2017,336,2.49440011077232,2.53207349060409,2.20277404132181,2.05878252126518
"2017-10-01",2018,1,1.70546854151086,1.74722687930141,1.50210625999866,1.6179837547171
"2017-11-01",2018,32,0.885977708297649,0.849009357062911,0.620709318960011,0.681534002029865
"2017-12-01",2018,62,0.453731761104441,0.552626390648232,0.472675114273399,0.538679441379274
"2018-01-01",2018,93,0.452547445877633,0.517855789737016,0.393778018050909,0.467846843196173
"2018-02-01",2018,124,0.555284393812252,0.617249710864423,0.451409127579168,0.570129244621103
"2018-03-01",2018,152,1.16453383644465,1.05333414721932,0.519709491007611,0.795684240347467
"2018-04-01",2018,183,1.7753947022072,1.66782728668711,1.10623502533449,1.38620775370286
"2018-05-01",2018,213,2.51644291837753,3.36854939126203,2.50377895492402,3.01133552445268
"2018-06-01",2018,244,3.37518874244023,3.76537040236293,3.37597188612672,3.275838852166
"2018-07-01",2018,274,3.41525831482093,3.76329763958327,3.4508544913894,3.02756071349902
"2018-08-01",2018,305,2.82117097230205,2.96231652626772,2.83885540930996,2.46746819115245
"2018-09-01",2018,336,2.34408246878348,2.50567813582596,2.13312392720977,2.24564014558404
"2018-10-01",2019,1,0.924579074012826,0.915817044304845,0.773932780885954,0.788501402197782
"2018-11-01",2019,32,0.666139458221953,0.459462003271793,0.254688053617794,0.341231741583773
"2018-12-01",2019,62,0.389682439828894,0.444530648951875,0.408663566226083,0.451766965428046
"2019-01-01",2019,93,0.391547968481888,0.462251666898677,0.222493201379446,0.37316388259575
"2019-02-01",2019,124,0.294063982740322,0.260561050649181,0.13711449518594,0.274556092600372
"2019-03-01",2019,152,0.792074035046452,0.662432391519204,0.398234060124608,0.77136202050136
"2019-04-01",2019,183,1.89676230828013,1.89310101913282,1.4395334237956,1.61191249565893
"2019-05-01",2019,213,2.36923688505566,1.98645118392359,1.31173068020823,1.48357441746201
"2019-06-01",2019,244,2.83953745705671,2.92584315617809,2.00204304738719,2.23378229686189
"2019-07-01",2019,274,3.34165943153444,3.73209755826237,3.59406229420929,3.47223050446254
"2019-08-01",2019,305,2.93822824127994,3.28490531113419,3.11749170110408,2.81907718362204
"2019-09-01",2019,336,2.28703057559548,2.62868196442802,2.26529740607898,2.35508199773559
"2019-10-01",2020,1,1.09709061898828,1.29745690241662,1.1756679502525,1.27311030143466
"2019-11-01",2020,32,0.567901360272103,0.541204532862844,0.43840215484814,0.508393019389998
"2019-12-01",2020,62,0.352959314720944,0.472278644353269,0.360031450690493,0.529940644730408
"2020-01-01",2020,93,0.30561476917798,0.394559106474859,0.288591598461986,0.457588732868877
"2020-02-01",2020,124,0.361019867352871,0.300342433658587,0.0913532049593278,0.19602924388121
"2020-03-01",2020,153,0.663710312890855,0.845769158905526,0.56470606402437,0.888845778716646
"2020-04-01",2020,184,1.78074739970064,1.75090579830101,0.746922727295974,1.37293219132508
"2020-05-01",2020,214,2.88255698900505,3.11623580297231,2.15949093980758,2.74745808617982
"2020-06-01",2020,245,3.10179948341502,3.54858267798495,3.35530435054696,3.12053070694041
"2020-07-01",2020,275,3.12613990114656,3.35936453746401,3.24298724499098,3.1372031562924
"2020-08-01",2020,306,3.32065080671628,3.20837584907132,2.73557617686492,2.62193048480087
"2020-09-01",2020,337,2.17796376253723,2.31047239226158,1.82736027852383,2.04086864430252
"2020-10-01",2021,1,1.38846899018126,1.42399490163597,1.1806050503934,1.21069379211896
"2020-11-01",2021,32,0.785692827754115,0.648018193615123,0.53937757656594,0.495801037524846
"2020-12-01",2021,62,0.189316041077265,0.318684474094896,0.177703590196503,0.296551566939858
"2021-01-01",2021,93,0.260025763553581,0.315045571346599,0.188118884801949,0.229089388608538
"2021-02-01",2021,124,0.366472496691339,0.466429782498284,0.286039288552388,0.510724416886406
"2021-03-01",2021,152,0.534232434927765,0.6679406294573,0.47884169951906,0.65862172558005
"2021-04-01",2021,183,1.18744963985538,1.32836843455057,1.29138980270131,1.43634902518089
"2021-05-01",2021,213,2.78895320801265,2.94478231128107,2.34672568121806,3.13295441533016
"2021-06-01",2021,244,3.20318187905333,3.69132597244082,3.45549259163069,3.68374276361238
"2021-07-01",2021,274,3.45077231039416,3.79314168145087,3.60392738346598,3.70352724785163
"2021-08-01",2021,305,3.14524228443501,3.36170920459177,2.99749440722057,2.83458204003783
"2021-09-01",2021,336,2.4419639739997,2.40123009155868,2.16444014384219,2.26229798262872
"2021-10-01",2022,1,1.43879468035326,1.36319472515329,1.02746996390269,1.2292979266458
"2021-11-01",2022,32,0.888097673331065,0.962019110173624,0.668480842892791,0.824941751979927
"2021-12-01",2022,62,0.670352568474856,0.719791831616381,0.68252817675827,0.732057770135773
"2022-01-01",2022,93,0.248752927261689,0.283050157124968,0.28316010853118,0.279416656281491
"2022-02-01",2022,124,0.544843585363841,0.532711222438349,0.369654499173342,0.551495808165857
"2022-03-01",2022,152,1.02752268891836,1.11964780707843,0.883280742291162,1.02291961275716
"2022-04-01",2022,183,1.80738469652203,2.09637932514399,1.54524277475124,2.06754052980545
"2022-05-01",2022,213,3.93033715553624,3.70864042475216,2.7879229086155,2.35268554068046
"2022-06-01",2022,244,3.59005420236939,3.91401226999541,3.74342947466945,3.34974515788146
"2022-07-01",2022,274,3.69767514765117,3.8747811608453,3.78445163185055,3.6468190479822
"2022-08-01",2022,305,2.78249140126073,3.09981377948217,2.99081742595359,2.89029339448793
"2022-09-01",2022,336,2.22641146371162,2.35090450339078,2.04180649672095,2.01048880696101
"2022-10-01",2023,1,1.24990677029188,1.29011606748239,1.01902116219222,1.1253212320544
"2022-11-01",2023,32,0.430282613544496,0.487652846557127,0.397036577947632,0.429784952528904
"2022-12-01",2023,62,0.354197436845842,0.385668963259213,0.366042318807413,0.376623576785693
"2023-01-01",2023,93,0.332640206837108,0.387376293633456,0.377845373898208,0.404627050265321
"2023-02-01",2023,124,0.35723245525729,0.450683626459839,0.355096927610146,0.411416876123783
"2023-03-01",2023,152,0.58112477054974,0.767417801978678,0.482676278601999,0.652762731546796
"2023-04-01",2023,183,1.54356174657827,1.49689016634451,1.2576777076531,1.39228750668677
"2023-05-01",2023,213,2.75797015669499,1.87190512204596,1.09888889526954,1.31520862938235
"2023-06-01",2023,244,2.92090580108289,3.42412047784404,3.10001687670285,2.76285250422823
"2023-07-01",2023,274,3.5658281999564,3.79989843587647,4.00189261762044,3.38462682289403
"2023-08-01",2023,305,3.2106855459765,3.37038351491127,3.28665413592955,3.03775256590377
"2023-09-01",2023,336,2.31274818850071,2.64501063962039,2.13152744834297,2.28673668002951
"2023-10-01",2024,1,1.41625187147444,1.47187668926697,1.19306980528562,1.27981387136746
"2023-11-01",2024,32,0.678224186875775,0.784551479669723,0.642847921742349,0.700604585374504
